훈련과정명,교육기관명,기관인증,훈련기관취업률,교육시작일자,교육종료일자,모집마감일,교육일수,교육시간,교육장소,온라인/오프라인,자비부담금,수강료지원금,훈련수당(월),추가혜택,내일배움카드필요유무,지원자격_필수,지원자격_우대,선발절차_서류심사,선발절차_면접,선발절차_코딩테스트,선발절차_사전학습과제,장비,교재지원,장점,프로젝트_숫자,프로젝트_기간,프로젝트_팀구성방식,프로젝트_협업툴,프로젝트_멘토링,취업지원_이력서자소서,취업지원_모의면접,취업지원_협력사매칭,취업지원_수료후사후관리,훈련목표,강사명,대분류,커리큘럼1,커리큘럼2,커리큘럼3,커리큘럼4,커리큘럼5,커리큘럼6,커리큘럼7,커리큘럼8,커리큘럼9,커리큘럼10
프로젝트 중심 빅데이터 융합 머신러닝 전문가 양성과정,아이티윌,,73.2,20230126,20230719,,121,968,서울 강남구,오프라인,0,9173730,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
빅데이터 핀테크 과정,서울대학교,,65.5,20230126,20230728,,112,884,서울 관악구,오프라인,0,19423240,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
빅데이터 활용 인공지능 기반 개인화 서비스 구축 개발자 과정,(주)솔데스크,,해당없음,20230127,20230721,,120,960,서울 종로구,오프라인,0,9147840,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
"기업에서 요구하는 프레임워크를 활용한 풀스택 개발자(NODE,ECMAscript)양성",그린컴퓨터아트학원,,76.1,20230130,20230718,,118,942,대전 서구,오프라인,0,8927330,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
데이터 처리 기반 풀스택 개발자 과정,시사IT아카데미평생교육원,,80.9,20230130,20230720,,120,960,서울 관악구,오프라인,0,9097920,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
자바 파이썬 활용 빅데이터 서비스 개발자 과정,한국소프트웨어인재개발원,,82,20230130,20230725,,120,960,서울 금천구,오프라인,0,9147840,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[멀티잇]IoT 서비스 개발자 취업캠프(융합PJT),멀티캠퍼스,,56.9,20230130,20230705,,110,880,서울 강남구,오프라인,0,14830640,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"IoT 디바이스 및 임베디드 시스템 개발자 양성을 목표로, 하드웨어와 소프트웨어를 연계한 스마트 시스템 개발 역량을 함양합니다.",미상,임베디드(IOT),기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[멀티잇]AI 서비스 개발자 취업캠프(융합PJT),멀티캠퍼스,,56.9,20230130,20230705,,110,880,서울 강남구,오프라인,0,15089360,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
데이터기반 인공지능 시스템 엔지니어 양성 과정,에티버스러닝평생교육원,,57.9,20230130,20230706,,110,880,서울 강남구,오프라인,0,10160480,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
오픈소스기반의 지능형 IoT 융합SW개발,한울직업전문학교,,87.2,20230130,20230803,,125,1000,광주 서구,오프라인,0,9477000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"IoT 디바이스 및 임베디드 시스템 개발자 양성을 목표로, 하드웨어와 소프트웨어를 연계한 스마트 시스템 개발 역량을 함양합니다.",미상,임베디드(IOT),기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[현대건설] Smart City,대한상공회의소,,해당없음,20230130,20230621,,91,700,서울 영등포구,오프라인,0,-,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"UX/UI 디자이너 양성을 목표로, 사용자 경험 설계, 인터페이스 디자인, 프로토타이핑 및 디자인 시스템 구축 역량을 함양합니다.",미상,디자인,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[멀티잇]클라우드(MSA) 서비스 개발자 취업캠프(융합PJT),멀티캠퍼스,,56.9,20230130,20230705,,110,880,서울 강남구,오프라인,0,14989920,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
프로젝트 기반 AI빅데이터 융합인재 양성 과정,부산대학교산학협력단,,63,20230130,20230721,,121,960,부산 금정구,오프라인,0,15408000,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
데이터 분석가 부트캠프(파이썬),멀티캠퍼스,,56.9,20230130,20230630,,114,914,서울 강남구,오프라인,0,16589100,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[멀티잇]데이터 분석 서비스 개발자 취업캠프(융합PJT),멀티캠퍼스,,56.9,20230130,20230705,,110,880,서울 강남구,오프라인,0,15245120,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"데이터 기반 의사결정을 지원하는 데이터 분석가 양성을 목표로, Python, SQL을 활용한 데이터 수집, 분석, 시각화 및 인사이트 도출 역량을 함양합니다.",미상,데이터 분석,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[KT] AIVLE School,대한상공회의소,,해당없음,20230131,20230718,,115,840,경기 성남시 분당구,오프라인,0,-,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
[KT] AIVLE School DX 컨설턴트,대한상공회의소,,해당없음,20230131,20230718,,115,840,경기 성남시 분당구,오프라인,0,-,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"인공지능 및 머신러닝 기술을 활용한 AI 엔지니어 양성을 목표로, 딥러닝, 자연어처리, 컴퓨터비전 등 AI 모델 개발 및 서비스 적용 역량을 함양합니다.",미상,AI,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
기업의 수요를 반영한 자바 및 스프링 프레임워크 기반 풀스택 개발자 과정,그린아이티아카데미학원,,해당없음,20230131,20230728,,123,984,서울 강남구,오프라인,0,9325360,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"프론트엔드와 백엔드를 아우르는 풀스택 개발자 양성을 목표로, 웹 서비스의 전체 개발 사이클을 이해하고 구현할 수 있는 종합적인 개발 역량을 함양합니다.",미상,풀스텍 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
Ansible 자동화로 구현한 클라우드 환경 DevOps,(주)솔데스크,,85.9,20230131,20230724,,120,960,서울 종로구,오프라인,0,9097920,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"AWS, Azure, GCP 등 클라우드 환경에서의 인프라 설계 및 운영 역량을 갖춘 클라우드 엔지니어 양성을 목표로, DevOps, 컨테이너, 마이크로서비스 아키텍처 역량을 함양합니다.",미상,클라우드,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
"프로젝트기반 프론트엔드(React,Vue) 웹&앱 SW개발자 양성과정",강남 그린컴퓨터아카데미,,67.9,20230131,20230725,,122,970,서울 강남구,오프라인,0,9192690,316000,없음,필요,"국민내일배움카드 발급 가능자, 수료 후 즉시 취업이 가능한 미취업자(실업자), 대학 졸업 예정자(4학년) 및 졸업자","정보통신/컴퓨터 관련 전공자, 비전공자라도 개발에 대한 학습 의지가 뚜렷한 자, 프로그래밍 기초 지식 보유자.",O,O,X,X,PC,O,없음,3,2,자율구성,Git/GitHub,O,O,O,O,O,"사용자 인터페이스(UI) 개발 역량을 갖춘 프론트엔드 개발자 양성을 목표로, HTML/CSS/JavaScript 및 React, Vue 등 최신 프레임워크를 활용한 웹 애플리케이션 개발 능력을 함양합니다.",미상,프론트엔드 개발,기본,기본,기본,기본,기본,기본,기본,기본,기본,기본
